target_font,target_component_id,actual_zhuyin,source_font,source_component_id,component_id_offset,validation_method,visual_chamfer_distance,distance_threshold,occurrences_in_blind_test,char_examples,target_stable_key,target_glyph_sha256,source_stable_key,confidence
DFPWaWa-W5-ZhuIn-BFW,15303,ㄖㄨˊ,DFPBiaoKai-W5-ZhuIn-BFW,15303,0,跨字型輪廓驗證＋component_id 同 ID; target glyf SHA-256 runtime gate,5.0038,7.0,1,如,DFPWaWa-W5-ZhuIn-BFW#15303,f129c5919668f2b0ba4a28dd73054fead7cdf5f495b1746331724edbda77d875,DFPBiaoKai-W5-ZhuIn-BFW#15303,safe
DFPWaWa-W5-ZhuIn-BFW,15312,ㄖㄨㄢˇ,DFPBiaoKai-W5-ZhuIn-BFW,15312,0,跨字型輪廓驗證＋component_id 同 ID; target glyf SHA-256 runtime gate,4.4747,7.0,1,軟,DFPWaWa-W5-ZhuIn-BFW#15312,bdf4ab8597d0afc675819c1e720eb9d99a535c9b33ba9ab34d6243d2694844b1,DFPBiaoKai-W5-ZhuIn-BFW#15312,safe
DFPWaWa-W5-ZhuIn-BFW,15355,ㄗㄨㄛˋ,DFPBiaoKai-W5-ZhuIn-BFW,15355,0,跨字型輪廓驗證＋component_id 同 ID; target glyf SHA-256 runtime gate,3.9792,7.0,1,做,DFPWaWa-W5-ZhuIn-BFW#15355,032fe83618a37bed57d527627abee34b2948cfa896a12eda515252035311f884,DFPBiaoKai-W5-ZhuIn-BFW#15355,safe
DFPYuanW5-PoIn1-BFW,14168,ㄧˋ,DFPBiaoKai-W5-PoIn1-BFW,14167,-1,跨字型輪廓驗證＋PoIn1 component_id 位移 -1; target glyf SHA-256 runtime gate,3.4879,6.0,38,一,DFPYuanW5-PoIn1-BFW#14168,ef8779e255003d9ce9558003ecd2fef143c536d11469aee58c26cf66b38496cd,DFPBiaoKai-W5-PoIn1-BFW#14167,safe
DFPYuanW5-PoIn1-BFW,14202,ㄧㄥˋ,DFPBiaoKai-W5-PoIn1-BFW,14201,-1,跨字型輪廓驗證＋PoIn1 component_id 位移 -1; target glyf SHA-256 runtime gate,4.7216,6.0,2,應,DFPYuanW5-PoIn1-BFW#14202,cb26caf032f2840add97b69168b54c485fcedcfa260e0aea727839761844f753,DFPBiaoKai-W5-PoIn1-BFW#14201,safe
DFPYuanW5-PoIn1-BFW,14311,ㄅㄨˋ,DFPBiaoKai-W5-PoIn1-BFW,14310,-1,跨字型輪廓驗證＋PoIn1 component_id 位移 -1; target glyf SHA-256 runtime gate,3.576,6.0,13,不,DFPYuanW5-PoIn1-BFW#14311,ceedb2ac4a36c64f4ea73c8fd133645db704afe57906c90a158d02c3238856b5,DFPBiaoKai-W5-PoIn1-BFW#14310,safe
DFPYuanW5-PoIn1-BFW,14480,˙ㄉㄜ,DFPBiaoKai-W5-PoIn1-BFW,14479,-1,跨字型輪廓驗證＋PoIn1 component_id 位移 -1; target glyf SHA-256 runtime gate,3.2998,6.0,5,得,DFPYuanW5-PoIn1-BFW#14480,f2a844f608b19acdb38283cceaa81ea8c2551af9e8acac9d39963e39fd822ec0,DFPBiaoKai-W5-PoIn1-BFW#14479,safe
DFPYuanW5-PoIn1-BFW,14496,ㄉㄤˋ,DFPBiaoKai-W5-PoIn1-BFW,14495,-1,跨字型輪廓驗證＋PoIn1 component_id 位移 -1; target glyf SHA-256 runtime gate,3.2117,6.0,1,當,DFPYuanW5-PoIn1-BFW#14496,adad6f5fb82bf15d4e8a97970f0e5af2823798d5501ba1e70f3704a57716f4ba,DFPBiaoKai-W5-PoIn1-BFW#14495,safe
DFPYuanW5-PoIn1-BFW,14550,˙ㄊㄡ,DFPBiaoKai-W5-PoIn1-BFW,14549,-1,v3.7：target raw glyf SHA-256 + isolated glyph 直接驗證為輕聲；來源 DFPBiaoKai-W5-PoIn1-BFW#14549 同步修正為˙ㄊㄡ,5.7035,6.0,3,頭,DFPYuanW5-PoIn1-BFW#14550,a7498118fdf80eb83bc898780c170253ab72af6e22405bbb659a3c23eb22949d,DFPBiaoKai-W5-PoIn1-BFW#14549,safe
DFPYuanW5-PoIn1-BFW,14573,ㄊㄧㄠˇ,DFPBiaoKai-W5-PoIn1-BFW,14572,-1,跨字型輪廓驗證＋PoIn1 component_id 位移 -1; target glyf SHA-256 runtime gate,3.5656,6.0,1,挑,DFPYuanW5-PoIn1-BFW#14573,d41d820c41b49d3f0548378ff7a0cc462299496f19ad2afbb44f45549fcac9ec,DFPBiaoKai-W5-PoIn1-BFW#14572,safe
DFPYuanW5-PoIn1-BFW,15126,ㄓㄤˇ,DFPBiaoKai-W5-PoIn1-BFW,15125,-1,跨字型輪廓驗證＋PoIn1 component_id 位移 -1; target glyf SHA-256 runtime gate,3.4979,6.0,2,長,DFPYuanW5-PoIn1-BFW#15126,e19369013a063ae80d76fac4d2d2aab27612a1d905709d6f3e3e979b926427d4,DFPBiaoKai-W5-PoIn1-BFW#15125,safe
DFPYuanW5-ZhuIn-BFW,14125,ㄚ,DFPBiaoKai-W5-ZhuIn-BFW,14124,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.7199,8.0,3,阿,DFPYuanW5-ZhuIn-BFW#14125,12be4feb58fe8a4ab9206372cac4db70ee0630b8bf77f8bd4e6de8121c956c97,DFPBiaoKai-W5-ZhuIn-BFW#14124,safe
DFPYuanW5-ZhuIn-BFW,14139,ㄞˋ,DFPBiaoKai-W5-ZhuIn-BFW,14138,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.2483,8.0,1,愛,DFPYuanW5-ZhuIn-BFW#14139,fdd7cbfdea30089d5ce09d78a79610978e96fad32a1c34f6e35156052b5d4d91,DFPBiaoKai-W5-ZhuIn-BFW#14138,safe
DFPYuanW5-ZhuIn-BFW,14150,ㄢ,DFPBiaoKai-W5-ZhuIn-BFW,14149,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.0181,8.0,3,安,DFPYuanW5-ZhuIn-BFW#14150,86f2e999e6fd6e6d1f9289dbf51d155a6df279f6239e606cf89533ab2983b5ae,DFPBiaoKai-W5-ZhuIn-BFW#14149,safe
DFPYuanW5-ZhuIn-BFW,14152,ㄢˋ,DFPBiaoKai-W5-ZhuIn-BFW,14151,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.7284,8.0,1,暗,DFPYuanW5-ZhuIn-BFW#14152,5f996941ed48c8dadf3b384b0dda2b065ec4233a032d08d51a777c1f08ec5555,DFPBiaoKai-W5-ZhuIn-BFW#14151,safe
DFPYuanW5-ZhuIn-BFW,14163,ㄦˊ,DFPBiaoKai-W5-ZhuIn-BFW,14162,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.3803,8.0,2,而、兒,DFPYuanW5-ZhuIn-BFW#14163,800e0afd8d0c0a8c541318fb9673b3137e77c090f62027e3cfe57ea06ddd8d4d,DFPBiaoKai-W5-ZhuIn-BFW#14162,safe
DFPYuanW5-ZhuIn-BFW,14164,ㄦˋ,DFPBiaoKai-W5-ZhuIn-BFW,14163,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.8282,8.0,2,二,DFPYuanW5-ZhuIn-BFW#14164,28552844646fb65a0d68207812405c3554d8014c5b2aa392f0df69f7627a5f47,DFPBiaoKai-W5-ZhuIn-BFW#14163,safe
DFPYuanW5-ZhuIn-BFW,14167,ㄧˊ,DFPBiaoKai-W5-ZhuIn-BFW,14166,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.6385,8.0,14,一、宜、移,DFPYuanW5-ZhuIn-BFW#14167,b2c0571cc2768b064c0b4611848fa08a84919c6b077b97ddf8e052e9ead49abb,DFPBiaoKai-W5-ZhuIn-BFW#14166,safe
DFPYuanW5-ZhuIn-BFW,14168,ㄧˋ,DFPBiaoKai-W5-ZhuIn-BFW,14167,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.4879,8.0,9,意、誼、易,DFPYuanW5-ZhuIn-BFW#14168,ef8779e255003d9ce9558003ecd2fef143c536d11469aee58c26cf66b38496cd,DFPBiaoKai-W5-ZhuIn-BFW#14167,safe
DFPYuanW5-ZhuIn-BFW,14169,ㄧˇ,DFPBiaoKai-W5-ZhuIn-BFW,14168,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.5866,8.0,13,以、已,DFPYuanW5-ZhuIn-BFW#14169,828926c42db74ba6d78f21b82a93e154b90deb2ed8a7c5f5267da37ed17e2cc5,DFPBiaoKai-W5-ZhuIn-BFW#14168,safe
DFPYuanW5-ZhuIn-BFW,14178,ㄧㄝˇ,DFPBiaoKai-W5-ZhuIn-BFW,14177,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.9558,8.0,2,也,DFPYuanW5-ZhuIn-BFW#14178,3c8dbc453dcd7f5e9654ac40b5e793cd628f9dbf954343be7d8a1d197b0396b2,DFPBiaoKai-W5-ZhuIn-BFW#14177,safe
DFPYuanW5-ZhuIn-BFW,14180,ㄧㄠ,DFPBiaoKai-W5-ZhuIn-BFW,14179,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.1648,8.0,1,腰,DFPYuanW5-ZhuIn-BFW#14180,ba42b009fd3d417c37df70fab1e215a23b35519f26d9162417ad4b32d98ef21e,DFPBiaoKai-W5-ZhuIn-BFW#14179,safe
DFPYuanW5-ZhuIn-BFW,14182,ㄧㄠˋ,DFPBiaoKai-W5-ZhuIn-BFW,14181,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.0908,8.0,15,要、藥,DFPYuanW5-ZhuIn-BFW#14182,25b06f9f5db44906cefe0294eec29f9322738f47e56ada147438ac6794bed625,DFPBiaoKai-W5-ZhuIn-BFW#14181,safe
DFPYuanW5-ZhuIn-BFW,14185,ㄧㄡˊ,DFPBiaoKai-W5-ZhuIn-BFW,14184,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,5.1276,8.0,6,遊、油、由,DFPYuanW5-ZhuIn-BFW#14185,fcf1866a76a0b0bfc547ee266947a9e39fcec7d16f2bce5eaee9f8020f18cc4e,DFPBiaoKai-W5-ZhuIn-BFW#14184,safe
DFPYuanW5-ZhuIn-BFW,14186,ㄧㄡˋ,DFPBiaoKai-W5-ZhuIn-BFW,14185,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.7297,8.0,7,柚、又、右,DFPYuanW5-ZhuIn-BFW#14186,5ebe80d8bea2eccc5950f40fa6e6f532cf2426e51ad649ba00008a3f386adec5,DFPBiaoKai-W5-ZhuIn-BFW#14185,safe
DFPYuanW5-ZhuIn-BFW,14187,ㄧㄡˇ,DFPBiaoKai-W5-ZhuIn-BFW,14186,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,5.472,8.0,19,友、有,DFPYuanW5-ZhuIn-BFW#14187,5bebb2dae08319660cbeddd4bfa2aa5496b2672b3d1e84b7778c69ab8e151b98,DFPBiaoKai-W5-ZhuIn-BFW#14186,safe
DFPYuanW5-ZhuIn-BFW,14189,ㄧㄢˊ,DFPBiaoKai-W5-ZhuIn-BFW,14188,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.7021,8.0,3,炎,DFPYuanW5-ZhuIn-BFW#14189,a174c5d6ea1ac1e010c3db4015414c19e4396b597e4490a0fba22eb1b42f0c2d,DFPBiaoKai-W5-ZhuIn-BFW#14188,safe
DFPYuanW5-ZhuIn-BFW,14190,ㄧㄢˋ,DFPBiaoKai-W5-ZhuIn-BFW,14189,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.3608,8.0,4,驗,DFPYuanW5-ZhuIn-BFW#14190,0a3ca9b38da659b573f7b3dcfd7110e2c1dc0a5bd286b4aaca9042919a2b9eb8,DFPBiaoKai-W5-ZhuIn-BFW#14189,safe
DFPYuanW5-ZhuIn-BFW,14191,ㄧㄢˇ,DFPBiaoKai-W5-ZhuIn-BFW,14190,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.9128,8.0,3,演、眼,DFPYuanW5-ZhuIn-BFW#14191,45ac5273595ac374c7bcab3c4115fccfe62e23e158374a8bbd580f7b5760ad8f,DFPBiaoKai-W5-ZhuIn-BFW#14190,safe
DFPYuanW5-ZhuIn-BFW,14192,ㄧㄣ,DFPBiaoKai-W5-ZhuIn-BFW,14191,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.2627,8.0,3,因、音,DFPYuanW5-ZhuIn-BFW#14192,cc0407b04b441ce2e928896a68a16430cdcf60f08b5da0f784670b3f2cdd5223,DFPBiaoKai-W5-ZhuIn-BFW#14191,safe
DFPYuanW5-ZhuIn-BFW,14195,ㄧㄣˇ,DFPBiaoKai-W5-ZhuIn-BFW,14194,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.9359,8.0,4,飲、引,DFPYuanW5-ZhuIn-BFW#14195,36c9a53218059efe48b492a0d01470e3bbee2eb6547f1accb59c7955e196b51e,DFPBiaoKai-W5-ZhuIn-BFW#14194,safe
DFPYuanW5-ZhuIn-BFW,14198,ㄧㄤˋ,DFPBiaoKai-W5-ZhuIn-BFW,14197,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.4956,8.0,7,樣,DFPYuanW5-ZhuIn-BFW#14198,2dbf8cfab78ba43b7babc379cc4256450a05904a410615067fb600def0cb97ca,DFPBiaoKai-W5-ZhuIn-BFW#14197,safe
DFPYuanW5-ZhuIn-BFW,14199,ㄧㄤˇ,DFPBiaoKai-W5-ZhuIn-BFW,14198,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.5676,8.0,8,養、氧,DFPYuanW5-ZhuIn-BFW#14199,add62d41d8304176b1d5b2e83405aa7c530e6246ce95b773e99ddec6f32ca288,DFPBiaoKai-W5-ZhuIn-BFW#14198,safe
DFPYuanW5-ZhuIn-BFW,14200,ㄧㄥ,DFPBiaoKai-W5-ZhuIn-BFW,14199,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.6001,8.0,1,應,DFPYuanW5-ZhuIn-BFW#14200,069d2f4daf2ec213e496cf8b760dd9417462161b96b3968d9b02010e4da2576a,DFPBiaoKai-W5-ZhuIn-BFW#14199,safe
DFPYuanW5-ZhuIn-BFW,14201,ㄧㄥˊ,DFPBiaoKai-W5-ZhuIn-BFW,14200,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,5.4883,8.0,5,營,DFPYuanW5-ZhuIn-BFW#14201,d4a50c4333af2b72807424e162d66a129295ef68ff46a11a84331ffd6f6239b4,DFPBiaoKai-W5-ZhuIn-BFW#14200,safe
DFPYuanW5-ZhuIn-BFW,14203,ㄧㄥˇ,DFPBiaoKai-W5-ZhuIn-BFW,14202,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,5.6015,8.0,1,影,DFPYuanW5-ZhuIn-BFW#14203,579f67ff07c2b9663ef09003a8f2975c1947f6a45bdbc768225a297b8bbad136,DFPBiaoKai-W5-ZhuIn-BFW#14202,safe
DFPYuanW5-ZhuIn-BFW,14204,ㄨ,DFPBiaoKai-W5-ZhuIn-BFW,14203,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.5391,8.0,1,烏,DFPYuanW5-ZhuIn-BFW#14204,fb18de33472ff12f55673f3d998c4f363d954487dae50d267611f3c2957b78fa,DFPBiaoKai-W5-ZhuIn-BFW#14203,safe
DFPYuanW5-ZhuIn-BFW,14206,ㄨˋ,DFPBiaoKai-W5-ZhuIn-BFW,14205,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.2505,8.0,22,物、誤,DFPYuanW5-ZhuIn-BFW#14206,ec9c3e25662a8ab0495d45ace537aba8a8852fa6bb1de8b6360c1277ebf8f91a,DFPBiaoKai-W5-ZhuIn-BFW#14205,safe
DFPYuanW5-ZhuIn-BFW,14207,ㄨˇ,DFPBiaoKai-W5-ZhuIn-BFW,14206,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.9492,8.0,5,五、午、伍、舞,DFPYuanW5-ZhuIn-BFW#14207,36e9fa249f84daf7044a6167efd75ee7b7dde792784e6688ebcb68aa0fe13e83,DFPBiaoKai-W5-ZhuIn-BFW#14206,safe
DFPYuanW5-ZhuIn-BFW,14214,ㄨㄛˇ,DFPBiaoKai-W5-ZhuIn-BFW,14213,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.7855,8.0,20,我,DFPYuanW5-ZhuIn-BFW#14214,21636501bbf44ade0a322be39d32476328504b72ca6a9f7e437f86ae3496344c,DFPBiaoKai-W5-ZhuIn-BFW#14213,safe
DFPYuanW5-ZhuIn-BFW,14216,ㄨㄞˋ,DFPBiaoKai-W5-ZhuIn-BFW,14215,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.6729,8.0,1,外,DFPYuanW5-ZhuIn-BFW#14216,7e42aaa2a2f759410ddde245b2bae4d0fc5f79b4e0e93a52e1984ea81cdcd4ad,DFPBiaoKai-W5-ZhuIn-BFW#14215,safe
DFPYuanW5-ZhuIn-BFW,14219,ㄨㄟˊ,DFPBiaoKai-W5-ZhuIn-BFW,14218,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.631,8.0,19,維、為,DFPYuanW5-ZhuIn-BFW#14219,2d0e01f11c7b2259c3f7e79651a8a70f43937ff51cc6a1a0c89cc8086188b1cb,DFPBiaoKai-W5-ZhuIn-BFW#14218,safe
DFPYuanW5-ZhuIn-BFW,14220,ㄨㄟˋ,DFPBiaoKai-W5-ZhuIn-BFW,14219,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.2994,8.0,20,位、衛、慰、胃、未,DFPYuanW5-ZhuIn-BFW#14220,444e531fc9c12983f234fb89ae90341639341727894124ddf8029be3039e1284,DFPBiaoKai-W5-ZhuIn-BFW#14219,safe
DFPYuanW5-ZhuIn-BFW,14223,ㄨㄢˊ,DFPBiaoKai-W5-ZhuIn-BFW,14222,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.3218,8.0,9,玩、完,DFPYuanW5-ZhuIn-BFW#14223,7c752574870c1fc87871e42691cb320d08525fa83bb09fae8e9367399cf49ee4,DFPBiaoKai-W5-ZhuIn-BFW#14222,safe
DFPYuanW5-ZhuIn-BFW,14224,ㄨㄢˋ,DFPBiaoKai-W5-ZhuIn-BFW,14223,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.9778,8.0,1,腕,DFPYuanW5-ZhuIn-BFW#14224,fda1750081f9e0b6893377a2725513037aa47273087a188ee50a59441ba73ed1,DFPBiaoKai-W5-ZhuIn-BFW#14223,safe
DFPYuanW5-ZhuIn-BFW,14225,ㄨㄢˇ,DFPBiaoKai-W5-ZhuIn-BFW,14224,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.107,8.0,4,婉、晚,DFPYuanW5-ZhuIn-BFW#14225,35b3ca339f59c28ea96bdd5dfaaf86e6171456444c6d3dc99423a74fdf73afa2,DFPBiaoKai-W5-ZhuIn-BFW#14224,safe
DFPYuanW5-ZhuIn-BFW,14228,ㄨㄣˋ,DFPBiaoKai-W5-ZhuIn-BFW,14227,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.137,8.0,2,問,DFPYuanW5-ZhuIn-BFW#14228,0b49ecdad3d07d9d06c43ce7a600945541feb0c3728a322b3bd588e7fc7b7ba0,DFPBiaoKai-W5-ZhuIn-BFW#14227,safe
DFPYuanW5-ZhuIn-BFW,14233,ㄨㄤˇ,DFPBiaoKai-W5-ZhuIn-BFW,14232,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.7966,8.0,9,網、往,DFPYuanW5-ZhuIn-BFW#14233,20df7ec9e39f5bc5c0ece65eb0cbf5205b48be04f2e51d4b2df9e1f6c11b635f,DFPBiaoKai-W5-ZhuIn-BFW#14232,safe
DFPYuanW5-ZhuIn-BFW,14239,ㄩˊ,DFPBiaoKai-W5-ZhuIn-BFW,14238,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.076,8.0,9,愉、魚、於,DFPYuanW5-ZhuIn-BFW#14239,2d3b644f24aae82919209b200d2b1afa5b51c585125c6e178811a1c8d93e4561,DFPBiaoKai-W5-ZhuIn-BFW#14238,safe
DFPYuanW5-ZhuIn-BFW,14240,ㄩˋ,DFPBiaoKai-W5-ZhuIn-BFW,14239,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.5626,8.0,3,預,DFPYuanW5-ZhuIn-BFW#14240,bb14d07fe398114e4a418008ec9f3b1adc27a6184c64448b0421c823d4068034,DFPBiaoKai-W5-ZhuIn-BFW#14239,safe
DFPYuanW5-ZhuIn-BFW,14241,ㄩˇ,DFPBiaoKai-W5-ZhuIn-BFW,14240,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,1.9626,8.0,4,與,DFPYuanW5-ZhuIn-BFW#14241,8ac65eea0bda5c4fc86c909ea72dbfe33c720ee3182256bbbcac9203ca25c57a,DFPBiaoKai-W5-ZhuIn-BFW#14240,safe
DFPYuanW5-ZhuIn-BFW,14242,ㄩㄝ,DFPBiaoKai-W5-ZhuIn-BFW,14241,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,5.4707,8.0,1,約,DFPYuanW5-ZhuIn-BFW#14242,c9741f2d66be605df29eedc52f804130df2241585fe2480c18c5b3ece86293a7,DFPBiaoKai-W5-ZhuIn-BFW#14241,safe
DFPYuanW5-ZhuIn-BFW,14243,ㄩㄝˋ,DFPBiaoKai-W5-ZhuIn-BFW,14242,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.1822,8.0,9,月、越,DFPYuanW5-ZhuIn-BFW#14243,6d7abba9c6dcdbdc6defbe0ce7643d1a7b033f0d2985cf6d48126d49324e39ec,DFPBiaoKai-W5-ZhuIn-BFW#14242,safe
